"Date","Year","Month","cnt","strand_anom","MEI","NPGO","PDO","SST_39","SST_44","Upwelling_39","Upwelling_45","ENSO_cat","CBA_North","CBA_South","type"
"2014-07-01",2014,7,1,-5.92307692307692,0.882,-0.13578255,0.7,13.143,12.842,220.6155,53.7198,"El Nino",-1.0650648,0.32976636,"Pinniped"
"2014-06-01",2014,6,8,-1.69230769230769,0.98,-0.41664875,0.82,10.926,13.533,387.6814,36.4109,"El Nino",-0.63630694,0.62403536,"Pinniped"
"2014-03-01",2014,3,3,-3.95833333333333,0.032,-0.45546192,0.97,11.724,10.281,58.3447,-77.1942,"El Nino",0.2528573,-0.10432995,"Pinniped"
"2014-05-01",2014,5,18,4,0.976,0.22644207,1.8,11.643,13.419,196.983,1.4276,"El Nino",0.06328414,0.19031964,"Pinniped"
"2014-11-01",2014,11,3,-4.28,0.763,0.30684948,1.72,15.797,13.786,-4.1322,-74.8184,"El Nino",-0.7287226,0.41234612,"Pinniped"
"2014-10-01",2014,10,6,-5,0.438,0.42211527,1.49,15.16,15.851,8.3674,-73.1466,"El Nino",-0.806733,0.20118912,"Pinniped"
"2014-09-01",2014,9,5,-3.96,0.585,-0.77894324,1.08,15.655,15.629,94.305,6.1141,"El Nino",-0.5389847,0.040688425,"Pinniped"
"2015-04-01",2015,4,14,7.07407407407407,0.97,-1.3821033,1.44,10.997,10.681,173.3118,12.0515,"El Nino",-0.64017516,0.465431,"Pinniped"
"2015-08-01",2015,8,25,16.6923076923077,2.366,-1.928258,1.56,NA,14.613,94.2675,21.8045,"El Nino",-1.1446959,0.02268287,"Pinniped"
"2015-12-01",2015,12,5,1,2.112,-1.1075886,1.01,12.994,12.135,-48.2119,-225.4477,"El Nino",-1.4609929,0.8060956,"Pinniped"
"2015-02-01",2015,2,7,2.76190476190476,0.468,-1.2770203,2.3,NA,12.272,-58.9713,-59.9299,"El Nino",0.060657114,0.23259182,"Pinniped"
"2015-01-01",2015,1,9,4.5,0.42,-0.5546732,2.45,NA,12.377,24.25,-52.9522,"El Nino",-0.1683429,0.36358452,"Pinniped"
"2015-07-01",2015,7,13,6.07692307692308,1.948,-1.4759208,1.84,13.871,15.103,129.4533,41.7381,"El Nino",-1.1382482,0.39775524,"Pinniped"
"2015-06-01",2015,6,11,1.30769230769231,2.045,-1.2504902,1.54,11.78,12.536,243.1799,70.4342,"El Nino",-1.0839069,0.79967976,"Pinniped"
"2015-03-01",2015,3,9,2.04166666666667,0.67,-1.3966597,2,12.538,11.265,76.1593,-24.8102,"El Nino",0.0750184,0.487183,"Pinniped"
"2015-05-01",2015,5,28,14,1.584,-0.7222605,1.2,10.547,12.681,200.4047,43.5523,"El Nino",-0.9597881,0.6002076,"Pinniped"
"2015-11-01",2015,11,4,-3.28,2.297,-2.2537751,0.86,13.157,13.315,52.0574,-46.6197,"El Nino",-1.4331445,0.56640166,"Pinniped"
"2015-10-01",2015,10,10,-1,2.241,-1.3092488,1.47,16.107,14.604,78.3482,-27.3152,"El Nino",-1.3326726,0.32489982,"Pinniped"
"2015-09-01",2015,9,12,3.04,2.53,-2.1050181,1.94,NA,15.323,137.5872,19.1384,"El Nino",-1.167733,0.37030578,"Pinniped"
