County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
King,NW-2016-1191236,CRC-1521,16NWR04068,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Vashon,WA,Puget Sound,"Vashon Island, E side mid (initial sighting)",47.4066,dd.dddd,estimate,-123,dd.dddd,estimate,Internet/Software,N,N,2016-APR-18,2016,APR,18,Floating,NA,Fresh Dead,N,2016-APR-19,2016,APR,19,Fresh Dead,N,Male,Yearling,880,cm,actual,NA,NA,NA,Y,limited,fresh,2016-APR-20,2016,APR,20,CRC,Id'd as same whale sighted live on 30 Mar in nisqually and 6 apr in Ballard Locks. Not same as Foss Waterway on 07 Apr.,NA,Gray whale,Inland_WA,47.54094262,-122.4745382,0.525461769,0.134342615,-123,47.4066
King,NW-2012-1152482,WDFW2012-194,12NWR10050,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Seattle,WA,Puget Sound,Seattle Sculpture Park,47.6168,dd.dddd,estimate,-122.3581,dd.dddd,estimate,Internet/Software,N,Y,2012-OCT-24,2012,OCT,24,Beach or Land,NA,Fresh Dead,N,2012-OCT-24,2012,OCT,24,Fresh Dead,N,Male,Adult,NA,NA,NA,NA,NA,NA,Y,complete,fresh,2012-OCT-25,2012,OCT,25,"WDFW/MMI, CRC","Found at 7:45 am on rocks, washed ashore on rocky break water. Floated back out, then restranded on the next breakwater just north of the first. RP reported dead on shore by sculpture park. Secured until pickup with rope around tail above fluke. Picke",WDFW2012-194,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.116438231,-0.075857385,-122.3581,47.6168
King,NW-2013-1153336,CRC-1274,13NWR07111,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Rachel Mayer,Seattle Marine Mammal Stranding Network,Seattle Marine Mammal Stranding Network,NW,Seattle,WA,Puget Sound,Carkeek Park,47.7125,dd.dddd,estimate,-122.3796,dd.dddd,estimate,Internet/Software,N,CBD,2013-JUL-18,2013,JUL,18,Beach or Land,NA,Fresh Dead,N,2013-JUL-20,2013,JUL,20,Fresh Dead,N,Female,Calf,70,cm,actual,5.5,kg,actual,Y,complete,frozen,2013-AUG-26,2013,AUG,26,CRC,"First seen 18-Jul, bounced off/on beach for 2 days--p/u on 20 July. Held at PAWS until 22-July, then transferred to WDFW. Carcass was accidentally frozen at PAWS instead of held on ice.",NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.094938231,-0.171557385,-122.3796,47.7125
King,CRC-1279,CRC-1279,13NWR08015,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Robin Lindsey,West Seattle Seal Sitters,West Seattle Seal Sitters,NW,Seattle,WA,Puget Sound,"Weather watch Park, West Seattle",47.5674,NA,NA,-122.4098,NA,NA,NA,NA,CBD,8/2/13,2013,AUG,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Calf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.064738231,-0.026457385,-122.4098,47.5674
King,CRC-1297,CRC-1297,13NWR09035,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Robin Lindsey,West Seattle Seal Sitters,West Seattle Seal Sitters,NW,Seattle,WA,Puget Sound,W seattle private beach,47.5259,NA,NA,-122.3946,NA,NA,NA,NA,CBD,9/9/13,2013,SEP,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Calf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.079938231,0.015042615,-122.3946,47.5259
King,NW-2007-1065335,WDFW0107-02,07NWR01027,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Bainbridge Island,WA,Puget Sound,9811 Manito Beach,47.6523,decimal degrees,NA,-122.5166,decimal degrees,NA,NA,N,N,2007-JAN-13,2007,JAN,13,Beach or Land,NA,Fresh Dead,Y,2007-JAN-13,2007,JAN,13,Fresh Dead,N,Male,Subadult,123,cm,actual,21.5,kg,actual,Y,NA,NA,2007-JAN-15,2007,JAN,15,WDFW/MMI/ CRC,"Report dead on beach in surf 13 jan. Asked RP to collect animal, Animal has collected Kirt responded put porpoise in tote. Porpoise was radiographed and then necropsied on Jan 15.",WDFW0107-02,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,0.042061769,-0.111357385,-122.5166,47.6523
King,NW-2009-1091691,CRC-923,09NWR04019,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Kristin Wilkinson,NOAA,NOAA,NW,Seattle,WA,Puget Sound,2936 Alki Ave SW,47.578,dd.dddd,NA,-122.415,dd.dddd,NA,Internet/Software,N,Y,2009-APR-26,2009,APR,26,Beach or Land,NA,NA,N,2009-APR-27,2009,APR,27,Fresh Dead,N,Male,Subadult,128,cm,Actual,29,kg,Actual,Y,complete,fresh,2009-APR-27,2009,APR,27,CRC,Reported on 26 April. Washed out overnight but washed back in near the sampe spot. Kristin picked up on 27 April and transferred to WDFW for CRC to necropsy.,CRC-923,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.059538231,-0.037057385,-122.415,47.578
King,NW-2006-1073801,06-KG-29,06NWR07149,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,NMFS-National Marine Mammal Laboratory,NOAA Fisheries,NW,Vashon Island,WA,Puget Sound,"KVI beach, 150 ft. S. of radio tower",47.4214,decimal degrees,estimate,-122.43,decimal degrees,estimate,Internet,N,CBD,2006-JUL-12,2006,JUL,12,NA,NA,Advanced Decomposition,N,2006-JUL-13,2006,JUL,13,Advanced Decomposition,N,Male,Adult,169,cm,actual,0,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Originally reported to WDFW MMI, call forwarded to Cascadia Research. CRC contacted Brad H. at NMFS, who asked Bill Walker (of NMML) to go out and examine animal. Unfortunately,none of the genetics involved submitted level A form. The discrepency was found on 29 Jan2008 by the harbor porpoise UME on site coordinator during the process of the UME investigation. Level A submitted to NOAA regional office by Jessie Huggins of CRC on 30 Jan 08. Bill Walker did not assign a field ID when the animal was examined and the samples were collected--field # assigned by NOAA regional office.",NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.044538231,0.119542615,-122.43,47.4214
King,NW-2010-1128063,10-KG-015,10NWR03043,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,B. Hanson,NOAA Fisheries,NOAA Fisheries,NW,Seattle,WA,Pacific Ocean,Discovery Park,47.660308,decimal degrees,actual,-122.431494,decimal degrees,actual,Internet,N,CBD,2010-MAR-13,2010,MAR,13,Beach or Land,NA,Moderate Decomposition,N,2010-MAR-13,2010,MAR,13,Moderate Decomposition,N,Male,Adult,60,in,estimate,150,lb,estimate,Y,complete,frozen,2010-APR-01,2010,APR,1,Hanson,Unknown date of necropsy. Scavenger damage to the head.,NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.043044231,-0.119365385,-122.431494,47.660308
King,2011-MAST-003,2011-MAST-003,11NWR05058,Confirmed- High Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Des Moines,WA,Puget Sound,Whaler's condos: 22989 marine drive South,47.3953,NA,NA,-122.3268,NA,NA,NA,NA,CBD,5/18/11,2011,MAY,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,47.54094262,-122.4745382,-0.147738231,0.145642615,-122.3268,47.3953
King,NW-2016-1191239,CRC-1524,16NWR04070,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Seattle,WA,Puget Sound,in shipping lanes between vashon and seattle,47.53,dd.dddd,estimate,-122,dd.dddd,estimate,Internet/Software,N,CBD,2016-APR-24,2016,APR,24,Swimming,NA,Alive,N,2016-APR-30,2016,APR,30,Fresh Dead,Y,Female,Subadult,894,cm,actual,NA,NA,NA,Y,limited,fresh,2016-MAY-12,2016,MAY,12,CRC/WDFW/PTMSC,This whale was sighted live for several days bobbing at the surface of the water. On the water examinations by CRC and WDFW on 30-Apr-16 and CRC and a Seattle Aquarium veterinarian on 06-May-16 confirmed that a large portion of the animal's back (from sho,NA,Gray whale,Inland_WA,47.54094262,-122.4745382,-0.474538231,0.010942615,-122,47.53
King,NW-2004-1040565,04-KG-180,04NWR12003,Confirmed - Minimum,unidentified cetacean,NA,NA,Validated,Public,citizen caller,citizen caller,NW,Vashon Island,WA,Puget Sound,Portage Beach,NA,NA,NA,NA,NA,NA,NA,N,CBD,2004-DEC-21,2004,DEC,21,Floating,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Adult,72,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,mostly white; no skin; dorsal fin erect w/long tapered trailing edge; head damaged; possible Dalls porpoise; now on beach,NA,Unidentified,Inland_WA,47.54094262,-122.4745382,NA,NA,-122.4745382,47.54094262
King,CRC-1640,CRC-1640,NA,NA,"Porpoise, harbor",Phocoena,phocoena,NA,NA,NA,NA,NA,NA,WA,NA,NA,47.4803,NA,NA,-122.4824,NA,NA,NA,NA,Y,11/1/17,2017,NOV,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Female,Subadult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,0.007861769,0.060642615,-122.4824,47.4803
King,NW-2012-1152569,WDFW2012-214,12NWR12033,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Shoreline,WA,Puget Sound,"Richmond Beach, south end",47.7774,dd.dddd,estimate,-122.3937,dd.dddd,estimate,Internet/Software,N,CBD,2012-DEC-24,2012,DEC,24,Beach or Land,NA,Fresh Dead,N,2012-DEC-25,2012,DEC,25,Fresh Dead,N,Female,Adult,166,cm,actual,52.5,kg,actual,Y,complete,fresh,2012-DEC-27,2012,DEC,27,WDFW/MMI & CRC,"Found dead on beach by RP, Rachel Mayer responded on 12/24 in the evening and moved the animal up to high tide point. She put the animal in a trash bag and secured it, pictures have been taken. DML picked the animal up on 12/25/12.",WDFW2012-214 NSMMSN#??,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.080838231,-0.236457385,-122.3937,47.7774
King,NW-2002-1000247,CRC-482,02NWR08008,Confirmed - High Report,"Whale, fin",Balaenoptera,physalus,Validated,Cascadia Research,citizen caller,citizen caller,NW,Seattle,WA,Puget Sound,"Port of Seattle, Terminal 30",NA,NA,NA,NA,NA,NA,NA,N,Y,2002-AUG-09,2002,AUG,9,NA,NA,Fresh Dead,N,2002-AUG-11,2002,AUG,11,Fresh Dead,N,Unid,Adult,1737,cm,actual,NA,kg,estimate,Y,NA,NA,2002-AUG-11,2002,AUG,11,"Osmek, Steve; Lambourn, Dyanna; Chandler, Todd",case referred to NMFS Enforcement,NA,Fin whale,Inland_WA,47.54094262,-122.4745382,NA,NA,-122.4745382,47.54094262
King,NW-2015-1179495,WDFW2015-006,15NWR01029,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Steve Jeffries,WDFW/MMI,WDFW/MMI,NW,Seattle,WA,Puget Sound,"Under slip 3, pier 52 Seattle Ferry Dock",47.6028,dd.dddd,estimate,-122.3396,dd.dddd,estimate,Internet/Software,N,Y,2015-JAN-21,2015,JAN,21,Floating,NA,Moderate Decomposition,N,2015-JAN-22,2015,JAN,22,Moderate Decomposition,N,Unid,Subadult,924,cm,actual,NA,NA,NA,Y,limited,fresh,2015-JAN-24,2015,JAN,24,CRC/WDFW/NOAA/Seal Sitters/Sno-King network/vets,"initiall reported under ferry slip at pier 52, 11pm on 1/22/15. Moved and secrured to pier 48 by WSF & WDFW until necropsy site could be identified. Moved to Slip 27 (port of seattle property) on morning of 1/24/15 for necropsy same afternoon.",WDFW2015-006,Gray whale,Inland_WA,47.54094262,-122.4745382,-0.134938231,-0.061857385,-122.3396,47.6028
King,NW-2009-1103643,MBHPD-23Sept09,09NWR09048,Confirmed - High Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Network Volunteer,WolfTown,WolfTown,NW,Vashon,WA,Pacific Ocean,"Puget Sound, Maury Island Regional Marine Park",NA,decimal degrees,NA,NA,decimal degrees,NA,NA,N,CBD,2009-SEP-23,2009,SEP,23,Beach or Land,NA,Moderate Decomposition,N,2009-SEP-23,2009,SEP,23,Moderate Decomposition,N,Male,Subadult,84,in,estimate,250,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,The carcass was placed in the NMML walk in freezer in Building 32 for later exam.,NA,Dalls porpoise,Inland_WA,47.54094262,-122.4745382,NA,NA,-122.4745382,47.54094262
King,NW-2005-1054515,CRC697,05NWR11015,Confirmed - Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Vashon Island,WA,Puget Sound,N end of island,NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-NOV-11,2005,NOV,11,Beach or Land,NA,Fresh Dead,N,2005-NOV-11,2005,NOV,11,Fresh Dead,N,Male,Adult,210,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,47.54094262,-122.4745382,NA,NA,-122.4745382,47.54094262
King,NW-2013-1151213,CRC-1252,13NWR05035,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Seattle,WA,Puget Sound,"W seattle, Alki Point",47.577,dd.dddd,actual,-122.4198,dd.dddd,actual,GPS,N,N,2013-MAY-01,2013,MAY,1,Beach or Land,NA,Fresh Dead,N,2013-MAY-01,2013,MAY,1,Fresh Dead,N,Male,Subadult,121,cm,actual,60,lb,estimate,Y,complete,fresh,2013-MAY-05,2013,MAY,5,CRC,put on ice until necropsy session on 05-May.,SSW050113,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.054738231,-0.036057385,-122.4198,47.577
King,NW-2012-1152503,WDFW2012-039,12NWR03027,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Federal Way,WA,Puget Sound,Dash Point State park,47.3207,dd.dddd,estimate,-124.4146,dd.dddd,estimate,Internet/Software,N,Y,2012-MAR-24,2012,MAR,24,Beach or Land,NA,Fresh Dead,N,2012-MAR-24,2012,MAR,24,Fresh Dead,N,Male,Calf,102,cm,actual,15,kg,actual,Y,complete,fresh,2012-MAR-24,2012,MAR,24,WDFW/CRC,"Reported dead on beach at mid tide level, some scavenging on left side",WDFW2012-039,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,1.940061769,0.220242615,-122.4745382,47.3207
King,NW-2005-1044739,MBHPp6205,05NWR06001,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,B. Hanson,citizen caller,citizen caller,NW,Normandy Park,WA,Puget Sound,NA,NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-JUN-02,2005,JUN,2,Beach or Land,NA,Moderate Decomposition,N,2005-JUN-02,2005,JUN,2,Moderate Decomposition,N,Male,Subadult,0,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,NA,NA,-122.4745382,47.54094262
King,NW-2005-1042743,05-KG-011,05NWR02009,Confirmed - Minimum,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Public,citizen caller,citizen caller,NW,Seattle,WA,Puget Sound,off Magnolia bluff,NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-FEB-15,2005,FEB,15,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,48,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,washing in and out with tide; reported several times after this date,NA,Dalls porpoise,Inland_WA,47.54094262,-122.4745382,NA,NA,-122.4745382,47.54094262
King,NW-2009-1120638,CRC-1020,09NWR12030,Confirmed- High Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Vashon,WA,Puget Sound,Vashon Island,47.3561,dd.dddd,NA,-122.4478,dd.dddd,NA,GPS,N,N,2009-DEC-26,2009,DEC,26,Beach or Land,NA,Moderate Decomposition,N,2009-DEC-28,2009,DEC,28,Moderate Decomposition,N,Male,Subadult,177,cm,Actual,150,kg,Actual,Y,Complete,Fresh,2009-DEC-28,2009,DEC,28,CRC/WDFW,RP tied off late on the night of the 26th. CRC was notified on the 27th but was not able to respond until the 28th.,CRC-1020,Dalls porpoise,Inland_WA,47.54094262,-122.4745382,-0.026738231,0.184842615,-122.4478,47.3561
King,NW-2013-1193150,CRC-1574,13NWR10068,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Vashon,WA,Puget Sound,25519 SW 140th Lane,47.377,decimal degrees,estimate,-123,decimal degrees,estimate,NA,N,CBD,2016-OCT-11,2016,OCT,11,Beach or Land,NA,Fresh Dead,N,2016-OCT-13,2016,OCT,13,Fresh Dead,N,Male,Calf,98,cm,actual,14,kg,actual,Y,complete,frozen,2016-NOV-22,2016,NOV,22,CRC,frozen for later necropsy.,NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,0.525461769,0.163942615,-123,47.377
King,NW-2009-1091685,CRC-920,09NWR03031,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Vashon Island,WA,Puget Sound,"KVI Beach, N end",47.428,dd.dddd,NA,-122.4346,dd.dddd,NA,GPS,N,CBD,2009-MAR-31,2009,MAR,31,Beach or Land,NA,Fresh Dead,N,2009-APR-01,2009,APR,1,Fresh Dead,N,Female,Subadult,106,cm,Actual,17.5,kg,Actual,Y,complete,fresh,2009-APR-01,2009,APR,1,CRC,"seen on 28 Mar, not reported until 31 Mar.",CRC-920,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.039938231,0.112942615,-122.4346,47.428
King,NW-2016-1191194,CRC-1545,16NWR08027,Confirmed- High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Seattle,WA,Puget Sound,Fontleroy Ferry Dock,47.522,dd.dddd,actual,-122,dd.dddd,actual,GPS,N,N,2016-AUG-07,2016,AUG,7,Beach or Land,NA,Alive,N,2016-AUG-07,2016,AUG,7,Fresh Dead,N,Female,Subadult,1190,cm,actual,18000,lb,estimate,Y,limited,fresh,2016-AUG-07,2016,AUG,7,CRC/WDFW,"reported live stranded in shallow water @0800, in area as early as 0500. JLH and Jeff Hogan entered water at 0930 to try to keep animal cool and comfortable, died at 1040. necropsy same day. Transient killer whales reported in area the day before. This hu",NA,Humpback whale,Inland_WA,47.54094262,-122.4745382,-0.474538231,0.018942615,-122,47.522
King,NW-2017-1195777,SSW051617,17NWR05005,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Robin Lindsey,West Seattle Seal Sitters,West Seattle Seal Sitters,NW,Seattle,WA,Puget Sound,3229 Alki Ave SW,47.575,decimal degrees,actual,-122,decimal degrees,actual,NA,N,N,2017-MAY-16,2017,MAY,16,Beach or Land,NA,Fresh Dead,N,2017-MAY-16,2017,MAY,16,Fresh Dead,N,Female,Adult,166,cm,actual,NA,NA,NA,Y,complete,fresh,2017-MAY-17,2017,MAY,17,CRC,"removed from beach by seal sitters volunteers, transferred to ELK at 1800, on ice until necropsy next morning.",NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.474538231,-0.034057385,-122,47.575
King,NW-2010-1120650,CRC-1035,10NWR04007,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Kristin Wilkinson,NMML,NMML,NW,Seattle,WA,Puget Sound,near Fontleroy,NA,NA,NA,NA,NA,NA,NA,N,Y,2010-APR-14,2010,APR,14,Swimming,NA,Alive,N,2010-APR-14,2010,APR,14,Fresh Dead,N,Male,Adult,1132,cm,Actual,0,NA,NA,Y,Limited,Fresh,2010-APR-18,2010,APR,18,CRC/WDFW/Makah/HCC,"live stranded on evening of April 14, 2010, died shortly thereafter. towed to McNeil Islad on April 17 for necropsy (47.12.28/122.38.51)",CRC-1035,Gray whale,Inland_WA,47.54094262,-122.4745382,NA,NA,-122.4745382,47.54094262
King,NW-2014-1159430,CRC-1390,14NWR07067,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Vashon,WA,Puget Sound,18631 Sunset Rd,47.436,dd.dddd,estimate,-122.5129,dd.dddd,estimate,Internet/Software,N,CBD,2014-JUL-13,2014,JUL,13,Beach or Land,NA,Fresh Dead,N,2014-JUL-13,2014,JUL,13,Fresh Dead,N,Male,Calf,77.5,cm,actual,7.1,kg,actual,Y,complete,fresh,2014-JUL-14,2014,JUL,14,CRC,May have been same as small porpoise reported 1/2 mile away 2 days prior.,NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,0.038361769,0.104942615,-122.5129,47.436
King,NW-2008-1081191,CRC-854,08NWR07056,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,NA,Cascadia Research,Cascadia Research,NW,Bainbridge Island,WA,Puget Sound,"Agate Bluff, near house #7",47.713,dd.dddd,NA,-122.5395,dd.dddd,NA,Internet/Software,N,CBD,2008-JUL-14,2008,JUL,14,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Female,Adult,5,ft,Estimated,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Washed out with tide, only able to examine via photographs and description provided by reporting party.",CRC-854,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,0.064961769,-0.172057385,-122.5395,47.713
King,NW-2016-1191256,CRC-1529,16NWR06066,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Mukilteo,WA,Puget Sound,Port of Everett MBT,47.9521,dd.dddd,actual,-122,dd.dddd,actual,GPS,N,N,2016-JUN-23,2016,JUN,23,Beach or Land,NA,Fresh Dead,N,2016-JUN-23,2016,JUN,23,Fresh Dead,N,Female,Calf,87,cm,actual,8,kg,actual,Y,complete,fresh,2016-JUN-25,2016,JUN,25,CRC,"found late evening 22 June, picked up by SnoKing MMSN and put on ice on 23 June, tranferred to CRC on 24 June and put in fridge for necropsy next day.",NA,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.474538231,-0.411157385,-122,47.9521
King,NW-2008-1081201,CRC-850,08NWR07059,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,Cascadia Research,Cascadia Research,NW,Des Moines,WA,Puget Sound,"Des Moines marina, between F & G dock",47.3996,dd.dddd,NA,-122.329,dd.dddd,NA,Internet/Software,N,N,2008-JUL-01,2008,JUL,1,Floating,NA,Fresh Dead,N,2008-JUL-02,2008,JUL,2,Fresh Dead,N,Female,Subadult,128,cm,Actual,39,kg,Actual,Y,complete,fresh,2008-JUL-02,2008,JUL,2,CRC/WDFW,"floating, reported as a baby killer whale to 911 dispatch. Picked up by city of Des Moines and transferred to Dyanna for necropsy on 02 July.",CRC-850,Harbor porpoise,Inland_WA,47.54094262,-122.4745382,-0.145538231,0.141342615,-122.329,47.3996
King,NW-2013-1151211,CRC-1249,13NWR04030,Confirmed- High Report,"Whale, fin",Balaenoptera,physalus,Validated,John Calambokidis,Cascadia Research,Cascadia Research,NW,Burien,WA,Puget Sound,Seahurst Park,47.481,dd.dddd,actual,-122.3621,dd.dddd,actual,GPS,N,Y,2013-APR-13,2013,APR,13,Floating,NA,Fresh Dead,N,2013-APR-13,2013,APR,13,Fresh Dead,N,Unid,Adult,2000,cm,estimate,NA,NA,NA,Y,limited,fresh,2013-APR-13,2013,APR,13,CRC/WDFW/MaST,"reported floating near three tree point to coast guard by several anonymous sources at 0900. RP called CRC at 0930, carcass coming ashore at Seahurst park. Was beached by 1030 in front of playground and educational center. External and partial internal ex",NA,Fin whale,Inland_WA,47.54094262,-122.4745382,-0.112438231,0.059942615,-122.3621,47.481
