County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Jefferson,NW-2011-1139930,080509-07,NA,NA,"Porpoise, harbor",Phocoena,phocoena,NA,Port Townsend Marine Science Center,Port Townsend Marine Science Center,Port Townsend Marine Science Center,NW,Chimacum,WA,Pacific Ocean,Oak Bay,48.020433,decimal degrees,estimate,-122.731,decimal degrees,estimate,internet,n,CBD,2009-Aug-05,2009,AUG,5,Beach or Land,NA,Fresh Dead,n,2009-Aug-05,2009,AUG,5,Fresh Dead,n,Unid,Pup/calf,100,cm,actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kristin Wilkinson called Chrissy to relay a report of a dead porpoise at Oak Bay. Dean reported that the animal was freshly dead, but had a few seagulls pecking at it. After talking with Jesse Huggins, it was decided to collect the animal if it was fresh dead.",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.871045487,-0.198867846,-122.731,48.020433
Jefferson,NW-2004-1039929,04-JE-146,04NWR09014,Confirmed - Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Public,citizen caller,citizen caller,NW,Port Townsend,WA,Puget Sound,just SW of McCurdy Point,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2004-SEP-16,2004,SEP,16,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,60,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,could not find animal on the 18th,NA,Dalls porpoise,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2017-1197040,CRC-1593,17NWR06050,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,"Ruby Beach, just S of trailhead",47.7065,decimal degrees,actual,-124,decimal degrees,actual,GPS,N,CBD,2017-JUN-18,2017,JUN,18,Beach or Land,NA,Moderate Decomposition,N,2017-JUL-19,2017,JUL,19,Moderate Decomposition,N,Female,Yearling,782,cm,actual,NA,NA,NA,Y,limited,fresh,2017-JUN-19,2017,JUN,19,CRC,NA,NA,Gray whale,Inland_WA,47.82156515,-123.6020455,0.397954513,0.115065154,-124,47.7065
Jefferson,NW-2008-1078007,CRC-840,08NWR04015,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,NA,WA,Pacific Ocean,Ruby Beach WA,47.6992,dd.dddd,NA,-124.4136,dd.dddd,NA,GPS,N,CBD,2008-APR-26,2008,APR,26,Beach or Land,NA,Moderate Decomposition,N,2008-APR-27,2008,APR,27,Moderate Decomposition,N,Unid,Subadult,901,NA,NA,0,NA,NA,Y,limited,fresh,2008-APR-27,2008,APR,27,CRC,Whale laying on Stomach,CRC-840,Gray whale,NA,47.82156515,-123.6020455,0.811554513,0.122365154,-124.4136,47.6992
Jefferson,NW-2004-1031293,CRC-509,04NWR07001,Confirmed - High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2004-JUL-04,2004,JUL,4,Beach or Land,NA,Advanced Decomposition,N,2004-JUL-06,2004,JUL,6,Advanced Decomposition,N,Male,Subadult,835,in,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Humpback whale,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2005-1054505,WDFW1205-01,05NWR11016,Confirmed - High Report,"Whale, pygmy sperm",Kogia,breviceps,Validated,Kelly Brock,WDFW/MMI,Washington Department of Fish and Wildlife,NW,Kalaloch,WA,Pacific Ocean,"Kalaloch National Park, guardrail entrance, about 1 1/2 miles N",NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-NOV-30,2005,NOV,30,NA,NA,Fresh Dead,N,2005-DEC-06,2005,DEC,6,Fresh Dead,N,Unid,Calf,165,cm,actual,75,kg,estimate,Y,NA,NA,2005-DEC-06,2005,DEC,6,Kelly Brock,"Likely to be calf of WDFW1105-05. Plan on running genetic to confirm. Do not know if want to list as Group event Mother/ Calf. External Exam: Skin and skeletal remains only. No internal organs. Vertebral column in 2 pieces. Right side of head missing. Lower jaw broken. Right foreflipper area missing. Left flipper tip missing apx. 1 1/2"" wide and 1/2"" of length. Dorsal fin somewhat scraped or abraided. Left side of tail fluke scavenged (teeth/bite marks). Apx. 5 1/2"" of left tip of fluke missing. Age: Estimated Calf of this year (~9 Months) old Actual weight is unknown remains weighed about 50 LBS estimate weight about 75 KG. Blowhole width = 4.9 cm Blowhole to left eye socket = 19.0 cm Tip of fluke to midline = 0.24 m Foreflipper width = 0.11 m Foreflipper length = ~0.22 m Dorsal fin length = 0.15 m",CRC700,Pygmy sperm whale,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2011-1139926,EJC-2011-016,11NWR10051,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,K. Wilkinson,NOAA Fisheries,NOAA Fisheries,NW,Shine,WA,Pacific Ocean,"Puget Sound, Shine Tidelands State Park on Bywater Bay",NA,decimal degrees,NA,NA,decimal degrees,NA,NA,N,CBD,2011-OCT-23,2011,OCT,23,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,36,in,estimate,70,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,Partial carcass with clean cut lines. Due to condition no network member responded.,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2009-1151275,CRC-965,09NWR08250,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Chimacum,WA,Puget Sound,Oak Bay,48.0204,dd.dddd,actual,-122.7309,dd.dddd,actual,GPS,N,N,2009-AUG-05,2009,AUG,5,Beach or Land,NA,Fresh Dead,N,2009-AUG-05,2009,AUG,5,Fresh Dead,N,Male,Calf,92,cm,actual,11,kg,actual,Y,complete,fresh,2009-AUG-10,2009,AUG,10,CRC,"Was picked up fresh, on ice until necropsy.",080509-07,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.871145487,-0.198834846,-122.7309,48.0204
Jefferson,NW-2012-1151270,CRC-1210,12NWR06118,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Forks,WA,Pacific Ocean,"Goodman Creek, Olympic Coast National Park",47.8198,dd.dddd,actual,-124.4918,dd.dddd,actual,GPS,N,Y,2012-JUN-10,2012,JUN,10,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,Advanced Decomposition,N,Unid,Adult,176,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Spoke to park rangers, location was too remote to get to without guidance and unsure if the animals still there. They were willing to go out and remove the nets, would let us know if any identifiers on gear.",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,0.889754513,0.001765154,-124.4918,47.8198
Jefferson,NW-2014-1159863,EJC-2014-034,14NWR08096,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Nordland,WA,Pacific Ocean,"Fort Flagler State park, 150 yards south of Marrowstone point",48.099995,decimal degrees,estimate,-122.68897,decimal degrees,estimate,Internet,N,CBD,2014-AUG-31,2014,AUG,31,NA,NA,Advanced Decomposition,N,2014-AUG-31,2014,AUG,31,Advanced Decomposition,N,Unid,Unid,31,cm,actual,12.5,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Missing head, skin missing on one side, heavily scavenged. Ragged edges around openings and on skin. Skin lacerations in front of tail fins. Did not appear very fresh, tissues brown/pale in color. Carried into shallow water for disposal.",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.913075487,-0.278429846,-122.68897,48.099995
Jefferson,NW-2008-1078015,CRC-844,08NWR05003,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Ed Mitchell,State Parks Personnel,State Parks Personnel,NW,NA,WA,Pacific Ocean,"Copalis Beach, Conner Creek area",47.1164,dd.dddd,NA,-124.1846,dd.dddd,NA,GPS,N,Y,2008-MAY-03,2008,MAY,3,Beach or Land,NA,Alive,N,2008-MAY-03,2008,MAY,3,Fresh Dead,N,Female,Subadult,796,cm,Actual,0,NA,NA,Y,limited,fresh,2008-MAY-05,2008,MAY,5,CRC,"Live stranded on eveing of the 3rd. Ed went out to photograph and assess situation. Tide about to come back in and daylight hours limited, decided to wait to seeif it could free itself. Died overnight and washed in 1/2mi S. of where it originally stranded",CRC--844,Gray whale,NA,47.82156515,-123.6020455,0.582554513,0.705165154,-124.1846,47.82156515
Jefferson,NW-2010-1128081,051410-4,10NWR05084,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend Marine Science Center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Sequim,WA,Pacific Ocean,Straight of Juan de Fuca,48.181667,decimal degrees,estimate,-122.916667,decimal degrees,estimate,Internet,N,CBD,2010-MAY-14,2010,MAY,14,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,52,in,actual,150,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.685378487,-0.360101846,-122.916667,48.181667
Jefferson,NW-2009-1151274,CRC-962,09NWR07193,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Strait of Juan de Fuca,30ft S of Old Ft Townsend State Park,48.1292,dd.dddd,actual,-123.3131,dd.dddd,actual,GPS,N,N,2009-JUL-29,2009,JUL,29,Beach or Land,NA,Fresh Dead,N,2009-JUL-29,2009,JUL,29,Fresh Dead,N,Male,Calf,74,cm,actual,7,kg,estimate,Y,complete,frozen,2009-AUG-06,2009,AUG,6,CRC,Picked up by Chrissy & put on ice. JLH picked up & put in freezer for necropsy the following week.,EJC-7/29,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.288945487,-0.307634846,-123.3131,48.1292
Jefferson,NW-2016-1191951,EJC_2016_024,16NWR11001,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Fort Flagler State Park,WA,Pacific Ocean,Near North end of Marrowstone Island,48.119444,decimal degrees,actual,-122.744722,decimal degrees,actual,GPS,N,CBD,2016-NOV-01,2016,NOV,1,Beach or Land,NA,Advanced Decomposition,N,2016-NOV-01,2016,NOV,1,Advanced Decomposition,N,Unid,Unid,51,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Head missing or decomposed skeleton visable to mid-ribs. Lower part of body and tail intact. Small injury noted on ventral side (red spot in photo). Edges are sharp. Otherwise, animal too deteriorated to determine cause of death",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.857323487,-0.297878846,-122.744722,48.119444
Jefferson,NW-2007-1070379,CRC-802,07NWR07069,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sara McClelland,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,access is north of Kalaloch beach,47.6093,decimal degrees,NA,-124.376,decimal degrees,NA,Internet/Software,N,CBD,2007-JUL-15,2007,JUL,15,Beach or Land,NA,Fresh Dead,N,2007-JUL-15,2007,JUL,15,Fresh Dead,N,Unid,Calf,74,cm,Estimated,0,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,found at high tide line in the rocks approximately 100 yards from log access (beach access where trees begin); Sara was on vacation and her dog found this animal; unable to pick it up and had no materials for taking samples. Carcass too severely scavenged,CRC-802,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,0.773954513,0.212265154,-124.376,47.6093
Jefferson,NW-2007-1070393,CRC-792,07NWR06055,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,"Kalaloch Beach #1, just N of access",47.5797,decimal degrees,NA,-124.3653,decimal degrees,NA,GPS,N,CBD,2007-JUN-01,2007,JUN,1,Beach or Land,NA,Advanced Decomposition,N,2007-JUN-02,2007,JUN,2,Advanced Decomposition,N,Female,Subadult,858,cm,Actual,0,NA,NA,Y,NA,NA,2007-JUN-02,2007,JUN,2,CRC,"Beached on 6/1/2007, no photos taken at initial observation. Likely same whale as was reported floating off La Push on 29 May.",CRC-792,Gray whale,Inland_WA,47.82156515,-123.6020455,0.763254513,0.241865154,-124.3653,47.5797
Jefferson,EJC-2011-15,EJC-2011-15,NA,NA,"Porpoise, harbor",Phocoena,phocoena,NA,NA,NA,NA,NA,NA,WA,NA,NA,48.0183,NA,NA,-122.7045,NA,NA,NA,NA,CBD,10/21/11,2011,OCT,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,NA,47.82156515,-123.6020455,-0.897545487,-0.196734846,-122.7045,48.0183
Jefferson,NW-2011-1139927,EJC_2016_029,NA,NA,"Porpoise, harbor",Phocoena,phocoena,NA,Port Townsend Marine Science Center,port townsend marine science center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Pacific Ocean,Point Wilson,48.1442,decimal degrees,estimate,-122.7547,decimal degrees,estimate,internet,n,Y,2016-Nov-17,2017,NOV,17,Beach or Land,NA,Fresh Dead,n,2016-Nov-17,2017,NOV,19,Fresh Dead,Y,Female,Unid,123,cm,actual,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,"Carcass was dragged above high tide line by passerby on 11/19\2017 , and covered with driftwood. We removed the driftwood to complete this form, at 3:30pm some hours afterward carcass was left uncovered body marked with green x's both sides ",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.847345487,-0.322634846,-122.7547,48.1442
Jefferson,NW-2016-1185607,EJC_2016_002,16NWR05002,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,OPEN,Marine Science Center Port Townsend (East Jefferson Co. MMSN),NA,Marine Mammal Stranding Center,NW,Port Townsend,WA,Pacific Ocean,"North of McCurdy Point Rd. Port Townsend, WA",NA,decimal degrees,estimate,NA,decimal degrees,estimate,NA,N,CBD,2016-MAY-22,2016,MAY,22,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,137.16,cm,estimate,0,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,Dead Harbor Porpoise found north of McCurdy Point. There was significant scavenging exposing about half of the skeleton. May have a broken bone towards the tail. Level A filled out from photos.,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2013-1151210,CRC-1247,13NWR02017,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,approx 2 miles S of Ruby Beach,47.678,dd.dddd,actual,-124.405,dd.dddd,actual,GPS,N,CBD,2013-FEB-23,2013,FEB,23,Beach or Land,NA,Advanced Decomposition,N,2013-FEB-24,2013,FEB,24,Advanced Decomposition,N,Female,Adult,1348,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,47.82156515,-123.6020455,0.802954513,0.143565154,-124.405,47.678
Jefferson,NW-2017-1195778,CRC-1586,17NWR05006,Confirmed- Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,Ruby Beach,47.71,decimal degrees,estimate,-124,decimal degrees,estimate,NA,N,CBD,2017-MAY-07,2017,MAY,7,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Male,Subadult,125,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"RP found on a hiking facebook page and forwarded to Orca Network. No exact location noted, tried to contact person who posted the sighting but no response. No further details, not response due to carcass condition.",NA,Dalls porpoise,Inland_WA,47.82156515,-123.6020455,0.397954513,0.111565154,-124,47.71
Jefferson,NW-2016-1191596,EJC_2016_023,16NWR10004,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,NA,WA,Pacific Ocean,NA,47.826,decimal degrees,actual,-122.7,decimal degrees,actual,GPS,N,CBD,2016-OCT-22,2016,OCT,22,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,42,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Freshly dead harbor porpoise on beach, south of south point on hood canal. No clear signs of cause of death - slight scavenging. (47.826 N / 122.700 W) Responder sent out to locate animal but was unable to find porpoise; pictures from original caller on file at PTMSC",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.902045487,-0.004434846,-122.7,47.826
Jefferson,NW-2013-1147561,EJC-2013-003,13NWR03001,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Pacific Ocean,"Glass Beach, approximately 3 miles west of North Beach access point",48.135678,decimal degrees,estimate,-122.838993,decimal degrees,estimate,Internet,N,CBD,2013-MAR-17,2013,MAR,17,NA,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,0,cm,estimate,0,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.763052487,-0.314112846,-122.838993,48.135678
Jefferson,NW-2002-1000252,02-JE-029,02NWR08013,Confirmed - Medium Report,"Whale, pilot, short-finned",Globicephala,macrorhynchus,Validated,"Other (see ""Remarks"")",citizen caller,citizen caller,NW,Quinalt Indian Reservatio,WA,Pacific Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2002-AUG-15,2002,AUG,15,Beach or Land,NA,Advanced Decomposition,N,2002-AUG-15,2002,AUG,15,Advanced Decomposition,NA,Unid,Subadult,71,in,estimate,NA,kg,actual,N,NA,NA,NA,NA,NA,NA,NA,Examined by Joe Schumacker (biologist at the Quinalt Indian Reservation),NA,Other,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2009-1151256,CRC-1011,09NWR09222,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,"Kalaloch, north of campground",47.631,dd.dddd,actual,-124.3814,dd.dddd,actual,GPS,N,CBD,2009-SEP-16,2009,SEP,16,Beach or Land,NA,Fresh Dead,N,2009-SEP-17,2009,SEP,17,Fresh Dead,N,Female,Adult,146,cm,actual,125,lb,estimate,Y,limited,fresh,2009-SEP-16,2009,SEP,16,CRC,Limited necropsy performed.,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,0.779354513,0.190565154,-124.3814,47.631
Jefferson,NW-2011-1137810,EJC-2011-015,11NWR10043,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Chrissy McLean,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Nordland,WA,Puget Sound,"Oak Bay, Ithmus beach on Indian Island",48.0183,decimal degrees,NA,-122.7045,decimal degrees,NA,GPS,N,CBD,2011-OCT-21,2011,OCT,21,Beach or Land,NA,Fresh Dead,N,2011-OCT-21,2011,OCT,21,Fresh Dead,N,Male,Adult,152,cm,actual,48.5,kg,actual,Y,complete,fresh,2011-OCT-22,2011,OCT,22,Huggins,"Laura was given EJCMMSN number after calling animal services. She did not see the porpoise when she walked down the beach, but noted it when she returned to her car about 30 min later. She called and left a message on our 104 line. Chrissy arranged to transport to Cascadia.",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.897545487,-0.196734846,-122.7045,48.0183
Jefferson,NW-2001-1025124,NW-2789,NA,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NA,Unknown,NW,Port Townsend,WA,NA,old boat ramp @ North Beach County Park,NA,NA,NA,NA,NA,NA,NA,NA,N,2001-MAY-02,2001,MAY,2,NA,NA,Fresh Dead,N,2001-MAY-02,2001,MAY,2,Advanced Decomposition,N,Unid,Unid,48,cm,estimate,NA,in,actual,Y,NA,NA,NA,NA,NA,NA,Unknown,NA,2789,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2015-1174797,EJC-2015-006,15NWR07062,Unconfirmed,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend Marine Science Center,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Pacific Ocean,0.5 mile east of McCurdy Point. West of North Beach Park.,48.136259,decimal degrees,estimate,-122.823328,decimal degrees,estimate,Internet,N,CBD,2015-JUL-23,2015,JUL,23,Beach or Land,NA,Fresh Dead,N,2015-JUL-23,2015,JUL,23,Fresh Dead,N,Unid,Unid,0,cm,estimate,0,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Porpoise had fresh, foamy blood oozing out of blowhole. No external injuries or signs of trauma to the body.",NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.778717487,-0.314693846,-122.823328,48.136259
Jefferson,NW-2013-1148657,EJC-2013-005,13NWR06001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,Port Townsend,WA,Pacific Ocean,"North Beach, Strait of Juan de Fuca",48.139316,decimal degrees,estimate,-122.80065,decimal degrees,estimate,Internet,N,CBD,2013-JUN-10,2013,JUN,10,Beach or Land,NA,Advanced Decomposition,N,2013-JUN-10,2013,JUN,10,Advanced Decomposition,N,Unid,Adult,56,in,actual,40,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Scavenging, skin sloughing, much of lower half body was gone. Blubber around rib cage was removed, but ribs were not broken. Scratches on remaining blubber.",n/a,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,-0.801395487,-0.317750846,-122.80065,48.139316
Jefferson,NW-2005-1044439,EJC6-1,05NWR05014,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Port Townsend MSC Staff,citizen caller,citizen caller,NW,Marrowstone Island,WA,Strait of Juan de Fuca,Fort Flagler State Park,NA,NA,NA,NA,NA,NA,NA,N,N,2005-MAY-29,2005,MAY,29,Beach or Land,NA,Fresh Dead,N,2005-MAY-30,2005,MAY,30,Moderate Decomposition,N,Unid,Adult,0,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,scavenged on L side,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,NA,NA,-123.6020455,47.82156515
Jefferson,NW-2005-1047851,OLYM-2005-009,05NWR08012,Confirmed - Medium Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Park Ranger,Olympic National Park,Olympic National Park,NW,Forks,WA,Pacific Ocean,Kalaloch Beach,47.36,decimal minutes,actual,-124.22,decimal minutes,actual,Map,N,CBD,2005-AUG-26,2005,AUG,26,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,30,in,estimate,25,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dalls porpoise,Inland_WA,47.82156515,-123.6020455,0.617954513,0.461565154,-124.22,47.36
Jefferson,NW-2014-1159446,CRC-1409,14NWR08032,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Elana Dobson,Cascadia Research,Cascadia Research,NW,Kalaloch,WA,Pacific Ocean,NA,47.6016,dd.dddd,actual,-124.3715,dd.dddd,actual,GPS,N,CBD,2014-AUG-01,2014,AUG,1,Beach or Land,NA,Moderate Decomposition,N,2014-AUG-01,2014,AUG,1,Moderate Decomposition,N,Male,Calf,80,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,found by elana while on vacation. ONP may have recorded this one as well.,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,0.769454513,0.219965154,-124.3715,47.6016
Jefferson,NW-2004-1031319,CRC-526,04NWR07006,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Cascadia Research,Olympic National Park,Olympic National Park,NW,Forks,WA,Pacific Ocean,N end of Kalaloch Beach,47.37776,decimal degrees,actual,-124.2288,decimal degrees,actual,GPS,NA,CBD,2004-JUL-19,2004,JUL,19,Beach or Land,NA,Moderate Decomposition,N,2004-JUL-21,2004,JUL,21,Moderate Decomposition,N,Female,Adult,164,cm,actual,150,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.82156515,-123.6020455,0.626754513,0.443805154,-124.2288,47.37776
