"County","National.Database.Number","Field.Number","HI","Nmfs.Regional.Number","Confidence.Code","Common.Name","Genus","Species","Report.Status","Examiner.Name","Affiliation","Stranding.Agreement.Authority","Region","Country","City","State","Body.of.Water","Locality.Detail","Latitude","Latitude.Units","Latitude.Actual.Estimate","Longitude","Longitude.Units","Longitude.Actual.Estimate","How.lat.long.determined","Restrand","Findings.of.Human.Interaction","Observation.Date","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Obs.Date.estimate.explaination","Observation.Date.Act.Est","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Date.of.Necropsy","Year.of.Necropsy","Month.of.Necropsy","Day.of.Necropsy","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","Long_error","Lat_error","long_corr","lat_corr","mean_lat","mean_long"
"Clallam","NW-2003-1001440","03-CM-097",NA,"03NWR07036","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Public","citizen caller","citizen caller","NW","United States","Whiskey Creek Resort","WA","Strait of Juan de Fuca","Whiskey Creek Resort",48.1555,"dd.dddd","NA",-123.7798,"dd.dddd","N","NA","NA","CBD","2003-JUL-28",2003,"JUL","28","Beach or Land","NA","NA","Moderate Decomposition","N","2003-JUL-29","2003","JUL","29","Moderate Decomposition","N","Female","Calf","91","cm","actual","20","lb","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",-0.127917777777782,-0.00657455555555941,-123.7798,48.1555,48.1489254444444,-123.907717777778
"Clallam","NW-2003-1001443","DNG-03-009",NA,"03NWR08001","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Park Ranger","USFWS","USFWS","NW","United States","Sequim","WA","Strait of Juan de Fuca","Dungeness Spit",48.1658,"dd.dddd","NA",-123.1636,"dd.dddd","N","NA","NA","N","2003-AUG-03",2003,"AUG","3","NA","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","NA","N","Unid","Calf","89","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",-0.744117777777774,-0.0168745555555532,-123.1636,48.1658,48.1489254444444,-123.907717777778
"Clallam","NW-2011-1131027","CRC-1152",NA,"11NWR04009","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","NA","Cascadia Research","Cascadia Research","NW","United States","Forks","WA","Pacific Ocean","Just S of Toleak Point, 3rd Beach",47.8333,"dd.dddd","NA",-124.5325,"dd.dddd","NA","Internet/Software","N","CBD","2011-APR-28",2011,"APR","28","Beach or Land","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","Fresh Dead","N","Unid","Adult","175","cm","Estimated","0","NA","NA","NA","NA","NA","NA","RP is former Cascadia employee, familiar with local marine mammals. No photos available.","Harbor porpoise","Inland_WA",0.624782222222223,0.315625444444443,-124.5325,47.8333,48.1489254444444,-123.907717777778
"Clallam","NW-2008-1151375","MKH-PP-08-4",NA,"08NWR10079","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Neah Bay","WA","Pacific Ocean","Tsoo-Yess Beach",48.3055,"dd.dddd","estimate",-124.6575,"dd.dddd","estimate","Internet/Software","N","CBD","2008-OCT-08",2008,"OCT","8","Beach or Land","NA","NA","Fresh Dead","N","2008-OCT-08","2008","OCT","8","Fresh Dead","N","Female","Calf","95","cm","actual","22","kg","2008-OCT-08","2008","OCT","8","MFM","Dead harbor porpoise on Tsoo-Yess Beach, complete internal exam conducted. Very young animal. Teeth not erupted yet. No obvious signs of cause of death. Blubber was in good shape and good depth suggesting a quick death that did not tax metabolism. Lungs had blood in them with a lot of bubbles (froth) coming from the bronchioles - look similar to spit bug masses. Photos were taken as well as samples for histology that will be sent to Dr. Raverty. Raverty results: lack of milk suggests not nursing. Massive hemorrhage in adrenal gland is similar to finding in adults with protozoal infection from Sarcocystis neurona or Toxoplasma gondii however IHC staining showed no detectable parasites. Another possibility suggested was a septicemia.","Harbor porpoise","Inland_WA",0.749782222222223,-0.156574555555558,-124.6575,48.3055,48.1489254444444,-123.907717777778
"Clallam","NW-2008-1139914","MKH-PP-08-1",NA,"08NWR07125","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Ray Colby","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Sekiu","WA","Strait of Juan de Fuca","Chito Beach Resort, Hwy 112",48.3041,"dd.dddd","NA",-124.4232,"dd.dddd","NA","GPS","N","N","2008-JUL-24",2008,"JUL","24","Beach or Land","NA","NA","Moderate Decomposition","N","2008-JUL-24","2008","JUL","24","Moderate Decomposition","N","Female","Adult","6","ft","Actual","NA","NA","2008-JUL-24","2008","JUL","24","MFM","The female harbor porpoise died giving birth.","Harbor porpoise","Inland_WA",0.515482222222232,-0.155174555555554,-124.4232,48.3041,48.1489254444444,-123.907717777778
"Clallam","NW-2008-1080809","DNG08-02",NA,"08NWR07052","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Agency Biologist","USFWS","Dungeness National Wildlife Refuge","NW","United States","Sequim","WA","Pacific Ocean","Straight of Juan de Fuca, base of trail to Dungeness spit, west 35 yards",48.14489,"dd.dddd","NA",-123.1893,"dd.dddd","NA","NA","N","N","2008-JUL-27",2008,"JUL","27","Beach or Land","NA","NA","Moderate Decomposition","N","2008-JUL-27","2008","JUL","27","Moderate Decomposition","N","Male","Calf","87","cm","actual","0","kg","NA","NA","NA","NA","NA","no visible wounds or scars, dorsal fin seemed small, measured girth just forward of the dorsal fin, 52 cm, second harbor porpoise of this size in one week on the same beach","Harbor porpoise","Inland_WA",-0.718417777777788,0.00403544444444748,-123.1893,48.14489,48.1489254444444,-123.907717777778
"Clallam","NW-2008-1096253","MKH-Pp-08-3",NA,"08NWR10078","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Neah Bay","WA","Pacific Ocean","Makah Bay,Sooes Beach",48.30909,"dd.dddd","estimate",-124.5792,"dd.dddd","estimate","Internet","N","CBD","2008-OCT-08",2008,"OCT","8","Beach or Land","NA","NA","Fresh Dead","N","2008-OCT-08","2008","OCT","8","Fresh Dead","N","Female","Yearling","95","cm","actual","50","lb","2008-OCT-08","2008","OCT","8","Jon Scordino","Additional remarks are attached to the Level A at NOAA Fisheries in Seattle, WA along with necropsy form.","Harbor porpoise","Inland_WA",0.671482222222224,-0.160164555555554,-124.5792,48.30909,48.1489254444444,-123.907717777778
"Clallam","NW-2006-1058215","06-CM-009",NA,"06NWR03005","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Public","citizen caller","citizen caller","NW","United States","Rialto Beach","WA","Pacific Ocean","half-way between Rialto parking lot and Ellyns Creek",47.92648,"dd.dddd","NA",-124.6408,"dd.dddd","NA","NA","N","CBD","2006-MAR-16",2006,"MAR","16","Beach or Land","NA","NA","Moderate Decomposition","N","2006-MAR-16","2006","MAR","16","Moderate Decomposition","N","Unid","Unid","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.733082222222222,0.222445444444446,-124.6408,47.92648,48.1489254444444,-123.907717777778
"Clallam","NW-2006-1058411","Pp-NPP-06-01",NA,"06NWR05033","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Agency Biologist","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Clallam Bay","WA","Strait of Juan de Fuca","mouth of Clallam River",48.2585,"dd.dddd","actual",-124.2561,"dd.dddd","actual","Internet","N","CBD","2006-MAY-13",2006,"MAY","13","Beach or Land","NA","NA","Condition Unknown","N","2006-MAY-18","2006","MAY","18","Advanced Decomposition","N","Unid","Unid","45","in","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.348382222222227,-0.109574555555554,-124.2561,48.2585,48.1489254444444,-123.907717777778
"Clallam","NW-2006-1058649","MBHPp042706",NA,"06NWR04031","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Volunteer Organization","Olympic Coast National Marine Sanctuary","Olympic Coast National Marine Sanctuary","NW","United States","Sequim","WA","Strait of Juan de Fuca","Diamond Point",48.0943,"dd.dddd","actual",-122.9148,"dd.dddd","actual","Internet","N","N","2006-APR-27",2006,"APR","27","Beach or Land","NA","NA","Fresh Dead","N","2006-APR-27","2006","APR","27","Fresh Dead","N","Male","Subadult","135","cm","actual","NA","NA","2006-JUN-21","2006","JUN","21","Raverty and Hanson","NA","Harbor porpoise","Inland_WA",-0.992917777777762,0.0546254444444472,-122.9148,48.0943,48.1489254444444,-123.907717777778
"Clallam","NW-2009-1098687","MKH-Pp-09-1",NA,"09NWR08026","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Vista","WA","Pacific Ocean","Mouth of Hoko",48.56889,"dd.dddd","actual",-124.1186,"dd.dddd","actual","GPS","N","CBD","2009-AUG-05",2009,"AUG","5","NA","NA","NA","Fresh Dead","N","2009-AUG-05","2009","AUG","5","Fresh Dead","N","Unid","Calf","90","cm","estimate","NA","NA","NA","NA","NA","NA","NA","Collected for examination and necropsy at a later date","Harbor porpoise","Inland_WA",0.210882222222224,-0.419964555555559,-124.1186,48.56889,48.1489254444444,-123.907717777778
"Clallam","NW-2009-1098691","MKH-Pp-09-2",NA,"09NWR08027","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Neah Bay","WA","Pacific Ocean","Hobuck Beach",48.5595,"dd.dddd","actual",-124.1097,"dd.dddd","actual","GPS","N","N","2009-AUG-14",2009,"AUG","14","NA","NA","NA","Fresh Dead","N","2009-AUG-14","2009","AUG","14","Fresh Dead","N","Male","Calf","95","cm","estimate","NA","NA","2009-AUG-14","2009","AUG","14","John Scordino","No additional remarks","Harbor porpoise","Inland_WA",0.201982222222213,-0.410574555555556,-124.1097,48.5595,48.1489254444444,-123.907717777778
"Clallam","NW-2009-1104485","WDFW2009-092",NA,"09NWR08080","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Adrianne Akmajian","WDFW/MMI","WDFW/MMI","NW","United States","Forks","WA","Pacific Ocean","100 yards south of Hole-in-the-Wall",47.9239,"dd.dddd","NA",-124.6401,"dd.dddd","NA","Internet/Software","N","CBD","2009-AUG-14",2009,"AUG","14","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","Moderate Decomposition","N","Unid","Subadult","130","cm","Estimated","35","kg","NA","NA","NA","NA","NA","Found on beach ~100 yards south of Hole-in-the-Wall near Rialto Beach, Olympic Coast, WA","Harbor porpoise","Inland_WA",0.732382222222228,0.225025444444441,-124.6401,47.9239,48.1489254444444,-123.907717777778
"Clallam","NW-2009-1099001","09-CM-025",NA,"09NWR08030","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Public","NA","NMFS Alaska Regional Office","NW","United States","NA","WA","Pacific Ocean","Rialto Beach 200 yards south of hole in the wall",47.93485,"dd.dddd","NA",-124.6446,"dd.dddd","NA","NA","N","CBD","2009-AUG-03",2009,"AUG","3","NA","NA","NA","Moderate Decomposition","N","2009-AUG-03","2009","AUG","3","Moderate Decomposition","N","Unid","Unid","48","in","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.736882222222235,0.214075444444447,-124.6446,47.93485,48.1489254444444,-123.907717777778
"Clallam","NW-2011-1141678","11-CM-017",NA,"11NWR07108","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","K. Wilkinson","NMFS West Coast Region - Seattle","NMFS West Coast Region - Seattle","NW","United States","Port Angeles","WA","Pacific Ocean","Freshwater Bay County Park, Straight on Juan de Fuca",48.14697,"dd.dddd","estimate",-123.6417,"dd.dddd","estimate","GPS","N","CBD","2011-JUL-07",2011,"JUL","7","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Adult","60","in","estimate","125","lb","NA","NA","NA","NA","NA","Reported by member of the public, sent Juan de Fuca MMSN to the site to collect the carcass and it was gone when they arrived a couple of hours later.","Harbor porpoise","Inland_WA",-0.266017777777776,0.00195544444444096,-123.6417,48.14697,48.1489254444444,-123.907717777778
"Clallam","NW-2007-1070357","WDFW0407-04",NA,"07NWR04050","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Ray Colby","Makah Tribe","Makah Tribe","NW","United States","Neah Bay","WA","Makah Bay","Between Sooes River Mouth/Strawberry Rock",48.3208,"dd.dddd","NA",-124.6568,"dd.dddd","NA","Internet/Software","N","N","2007-APR-10",2007,"APR","10","Beach or Land","NA","NA","Fresh Dead","N","2007-APR-10","2007","APR","10","Fresh Dead","N","Female","Adult","163","cm","Actual","45","kg","2007-APR-12","2007","APR","12","WDFW/CRC","Ray picked up on 4/10/07 from beach. Transferred to Joe Scordino on 4/11/07. Joe dropped off at Lakewood for necropsy on 4/12/07","Harbor porpoise","Inland_WA",0.749082222222214,-0.171874555555554,-124.6568,48.3208,48.1489254444444,-123.907717777778
"Clallam","NW-2015-1175494","15-CM-017",NA,"15NWR08018","Unconfirmed","Porpoise, harbor","Phocoena","phocoena","Validated","Kristin Wilikinson","NMFS West Coast Region - Seattle","NMFS West Coast Region - Seattle","NW","United States","Port Angeles","WA","Pacific Ocean","Salt Creek Recreational Area (Strait of Juan de Fuca)",48.16194,"dd.dddd","estimate",-123.7073,"dd.dddd","estimate","Internet","N","CBD","2015-AUG-01",2015,"AUG","1","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Unid","36","in","estimate","NA","NA","NA","NA","NA","NA","NA","Reported to stranding network on 8/20 by COASST volunteer who found the dead porpoise while conducting a dead bird survey. Only information was that it was 3' and the head was detached and was laying near the carcass.","Harbor porpoise","Inland_WA",-0.200417777777773,-0.0130145555555572,-123.7073,48.16194,48.1489254444444,-123.907717777778
"Clallam","NW-2015-1181395","MKH2015-03",NA,"15NWR05085","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Sequim","WA","Strait of Juan de Fuca","NA",48.3146,"dd.dddd","actual",-123.1897,"dd.dddd","actual","GPS","N","CBD","2015-MAY-13",2015,"MAY","13","Beach or Land","NA","NA","Fresh Dead","N","2015-MAY-13","2015","MAY","13","Fresh Dead","N","Unid","Unid","130","cm","actual","NA","NA","2015-JUL-16","2015","JUL","16","Makah Fisheries Management","Animal was collected and was frozen for later analysis. Porpoise was necropsied with Makah summer youth interns. Scavenging from left eye, over sapula and ribs. Under left flipper. Lots of blood in abdominal cavity and congested lungs. Trachea full of f","Harbor porpoise","Inland_WA",-0.718017777777789,-0.165674555555555,-123.1897,48.3146,48.1489254444444,-123.907717777778
"Clallam","NW-2015-1176974","JDF08MAY15A",NA,"15NWR05076","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Public","Feiro Marine Life Center","Feiro Marine Life Center","NW","United States","Port Angeles","WA","Pacific Ocean","Crescent Beach (RV Park) Salt Creek",48.16011,"dd.dddd","estimate",-123.7116,"dd.dddd","estimate","Internet","N","CBD","2015-MAY-08",2015,"MAY","8","Beach or Land","NA","NA","Fresh Dead","N","2015-MAY-08","2015","MAY","8","Fresh Dead","N","Unid","Unid","35","in","estimate","NA","NA","NA","NA","NA","NA","NA","Kristin at MMSN was informed about this stranding May 8th, 2015","Harbor porpoise","Inland_WA",-0.196117777777758,-0.011184555555559,-123.7116,48.16011,48.1489254444444,-123.907717777778
"Clallam","NW-2015-1181475","MKH2015-21",NA,"15NWR12006","Confirmed- Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Jonathan Scordino","Makah Fisheries Management","Makah Fisheries Management","NW","United States","Neah Bay","WA","Makah Bay","Tsoo-Yess, between Strawberry rock and Sones",48.317,"dd.dddd","estimate",-124.6641,"dd.dddd","estimate","Internet/Software","N","CBD","2015-DEC-28",2015,"DEC","28","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Unid","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Reported during holiday break, did not respond untill January 4th and did not find carcass, Rosie Ward reported Porpise, no photos. Carcass was scavenged, she said half gone. I showed Rosie photographs and she thought White- sided dolphin, but also sugges","Harbor porpoise","Inland_WA",0.756382222222229,-0.168074555555556,-124.6641,48.317,48.1489254444444,-123.907717777778
"Clallam","NW-2012-1151401","JDF-72612-A",NA,"12NWR07090","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Bob Campbell","Juan De Fuca MMSN","Juan De Fuca MMSN","NW","United States","Port Angeles","WA","Strait of Juan de Fuca","Strait side of Ediz Hook",48.1386,"dd.dddd","actual",-124.4346,"dd.dddd","actual","GPS","N","CBD","2012-JUL-26",2012,"JUL","26","Beach or Land","NA","NA","Fresh Dead","N","2012-JUL-26","2012","JUL","26","Fresh Dead","N","Female","Calf","89","cm","actual","8","kg","2012-AUG-21","2012","AUG","21","MFM","Harbor porpoise calf found by Bob Campbell (FMLC) and carcass collected for necropsy. Carcass was frozen and will be transferred to Makah Fisheries for a necropsy training for summer interns in August. From Level A field response: No obvious physical damage except for small puncture holes anterior of dorsal fin, looks like marks from gripper or possibly caused by a bird beak. Small amount of blood near head. Fecal matter (liquid, dark) around anus. From physical exam at time of necropsy: Slight scavenging around umbilical opening, fecal staining around anus, white froth coming from blowhole, no teeth erupted, skin sloughing slightly on left side - likely due to freezing and transport. Human Interaction Form completed: Signs of Human Interaction - No external signs of HI, froth in blowhole and lungs suggests drowning but succumbed due to unknown cause. Final Human Interaction Determination - Could Not Be Determined.","Harbor porpoise","Inland_WA",0.526882222222241,0.0103254444444474,-124.4346,48.1386,48.1489254444444,-123.907717777778
