"County","National.Database.Number","Field.Number","HI","Nmfs.Regional.Number","Confidence.Code","Common.Name","Genus","Species","Report.Status","Examiner.Name","Affiliation","Stranding.Agreement.Authority","Region","Country","City","State","Body.of.Water","Locality.Detail","Latitude","Latitude.Units","Latitude.Actual.Estimate","Longitude","Longitude.Units","Longitude.Actual.Estimate","How.lat.long.determined","Restrand","Findings.of.Human.Interaction","Observation.Date","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Obs.Date.estimate.explaination","Observation.Date.Act.Est","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Date.of.Necropsy","Year.of.Necropsy","Month.of.Necropsy","Day.of.Necropsy","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","Long_error","Lat_error","long_corr","lat_corr","mean_lat","mean_long"
"Grays Harbor","NW-2003-1001476","03-GH-125",NA,"03NWR08033","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Public","citizen caller","citizen caller","NW","United States","Grayland","WA","Pacific Ocean","NA",46.79081,"dd.dddd","N",-124.103,"dd.dddd","N","NA","NA","N","2003-AUG-29",2003,"AUG","29","Beach or Land","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","NA","N","Unid","Subadult","42","in","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",-0.0713184357541934,0.252029888268154,-124.103,46.79081,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2007-1070387","CRC-803",NA,"07NWR07072","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Erin Falcone","Cascadia Research","Cascadia Research","NW","United States","Moclips","WA","Pacific Ocean","50 ft N of access",47.2387,"dd.dddd","NA",-124.2192,"dd.dddd","NA","GPS","N","CBD","2007-JUL-31",2007,"JUL","31","Beach or Land","NA","NA","Moderate Decomposition","N","2007-JUL-31","2007","JUL","31","Advanced Decomposition","N","Male","Calf","80","cm","Actual","5.5","kg","2007-AUG-02","2007","AUG","2","CRC/WDFW","NA","Harbor porpoise","WA_Coast",0.0448815642458271,-0.195860111731847,-124.2192,47.2387,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2007-1070369","CRC-801",NA,"07NWR07070","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Ed Mitchell","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","Quinault Beach Resort",47.0356,"dd.dddd","NA",-124.1721,"dd.dddd","NA","Internet/Software","N","N","2007-JUL-21",2007,"JUL","21","Beach or Land","NA","NA","Fresh Dead","N","2007-JUL-21","2007","JUL","21","Fresh Dead","N","Male","Calf","87","cm","Actual","9","kg","2007-JUL-23","2007","JUL","23","CRC","Picked up by Ed (BPC) and brought to Lakewood. Refrigerated until necropsy could be performed on 23 July.","Harbor porpoise","WA_Coast",-0.00221843575420166,0.00723988826815258,-124.1721,47.0356,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1062611","CRC-711",NA,"06NWR03038","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","Ocean Shores, Chance Ala Mer Beach Access",47.0171,"dd.dddd","actual",-124.1705,"dd.dddd","actual","GPS","N","N","2006-MAR-08",2006,"MAR","8","Beach or Land","NA","NA","Moderate Decomposition","N","2006-MAR-08","2006","MAR","8","Moderate Decomposition","N","Male","Subadult","129","cm","actual","0","lb","2006-MAY-09","2006","MAY","9","Cascadia Research","Beacon Pest Control picked up from beach and we sampled at their facility.","Harbor porpoise","WA_Coast",-0.00381843575419794,0.0257398882681557,-124.1705,47.0171,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1062615","CRC-768",NA,"06NWR08068","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean City","WA","Pacific Ocean","Ocean City Beach",47.06,"dd.dddd","NA",-124.1766,"dd.dddd","NA","GPS","N","CBD","2006-AUG-18",2006,"AUG","18","Beach or Land","NA","NA","NA","N","2006-AUG-18","2006","AUG","18","Moderate Decomposition","N","Male","Calf","94","cm","Actual","0","NA","2006-AUG-18","2006","AUG","18","Cascadia Research","NA","Harbor porpoise","WA_Coast",0.00228156424580561,-0.0171601117318474,-124.1766,47.06,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2008-1077999","CRC-835",NA,"08NWR03019","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","1/2 Mi S of Bonge Ave",46.8425,"dd.dddd","NA",-124.1095,"dd.dddd","NA","Internet/Software","N","N","2008-MAR-14",2008,"MAR","14","Beach or Land","NA","NA","Fresh Dead","N","2008-MAR-14","2008","MAR","14","Fresh Dead","N","Female","Adult","176","cm","Actual","150","lb","2008-MAR-14","2008","MAR","14","CRC","Brad removed from beach. JLH picked up at Twin Harbors ranger station for necropsy.","Harbor porpoise","WA_Coast",-0.0648184357541908,0.200339888268154,-124.1095,46.8425,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2008-1081189","CRC-853",NA,"08NWR07055","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","NA","Cascadia Research","Cascadia Research","NW","United States","Grayland","WA","Pacific Ocean","Twin Harbors State Park, Midway beach access",46.769,"dd.dddd","NA",-124.0974,"dd.dddd","NA","Internet/Software","N","CBD","2008-JUL-13",2008,"JUL","13","Beach or Land","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","Fresh Dead","N","Unid","Calf","30","in","Estimated","0","NA","NA","NA","NA","NA","NA","photographed by state parks on 12 July, in surf at Midway beach. Washed out overnight, not reported to CRC unitl 13 July. Photos emailed to JLH on 14 July.","Harbor porpoise","WA_Coast",-0.0769184357541803,0.273839888268157,-124.0974,46.769,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2008-1078019","CRC-846",NA,"08NWR05038","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","Twin Harbors State Park",46.8526,"dd.dddd","NA",-124.1133,"dd.dddd","NA","Internet/Software","N","Y","2008-MAY-24",2008,"MAY","24","Beach or Land","NA","NA","Fresh Dead","N","2008-MAY-25","2008","MAY","25","Fresh Dead","N","Male","Subadult","127","cm","Actual","25.5","kg","2008-MAY-25","2008","MAY","25","CRC","Brad p/u off beach @ 1900 on 24 May. Left @ ranger station on ice for pick up on 5/25/08 by JLH.","Harbor porpoise","WA_Coast",-0.0610184357541925,0.190239888268152,-124.1133,46.8526,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2005-1048201","05-GH-088",NA,"05NWR08027","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Park Ranger","citizen caller","citizen caller","NW","United States","Copalis","WA","Pacific Ocean","Pacific Beach SP; Copalis Rocks",47.14935,"dd.dddd","NA",-124.1914,"dd.dddd","NA","NA","N","CBD","2005-AUG-23",2005,"AUG","23","NA","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","NA","N","Unid","Unid","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","could not find carcass to examine","Harbor porpoise","WA_Coast",0.0170815642458138,-0.106510111731843,-124.1914,47.14935,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2008-1081279","CRC-894",NA,"08NWR08063","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","Between Ocean Ave and Jetty",46.8942,"dd.dddd","NA",-124.1296,"dd.dddd","NA","GPS","N","N","2008-AUG-21",2008,"AUG","21","Beach or Land","NA","NA","Fresh Dead","N","2008-AUG-21","2008","AUG","21","Fresh Dead","N","Female","Adult","154","cm","Actual","0","NA","2008-AUG-21","2008","AUG","21","CRC","first seen in the morning but not reported until the afternoon.","Harbor porpoise","WA_Coast",-0.0447184357541914,0.148639888268157,-124.1296,46.8942,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1060987","CRC-766",NA,"06NWR08040","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Moclips Beach","WA","Pacific Ocean","NA",47.2395,"dd.dddd","estimate",-124.2193,"dd.dddd","estimate","Map","N","N","2006-AUG-11",2006,"AUG","11","Beach or Land","NA","NA","Moderate Decomposition","N","2006-AUG-11","2006","AUG","11","Moderate Decomposition","N","Male","Subadult","148","cm","actual","0","kg","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",0.0449815642458162,-0.196660111731845,-124.2193,47.2395,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2011-1140063","CRC-1167",NA,"11NWR07096","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Josh Oliver","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","400ft N of Jetty",46.9291,"dd.dddd","NA",-124.174,"dd.dddd","NA","Internet/Software","N","CBD","2011-JUL-28",2011,"JUL","28","Beach or Land","NA","NA","Fresh Dead","N","2011-JUL-29","2011","JUL","29","Fresh Dead","N","Female","Calf","83","cm","Actual","0","NA","2011-JUL-30","2011","JUL","30","CRC/WDFW","Josh picked up during beach survey on 29 July, put on ice until necropsy on 30 july","Harbor porpoise","WA_Coast",-0.000318435754195434,0.113739888268157,-124.174,46.9291,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2007-1070371","CRC-798",NA,"07NWR07067","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","Pacicif Blvd. Bach Access",46.9937,"dd.dddd","NA",-124.174,"dd.dddd","NA","GPS","N","Y","2007-JUL-11",2007,"JUL","11","Beach or Land","NA","NA","Fresh Dead","N","2007-JUL-11","2007","JUL","11","Fresh Dead","N","Female","Adult","166","cm","Actual","75","kg","2007-JUL-11","2007","JUL","11","CRC/WDFW","was found in the surf and pulled up onto the beach (right off of the beach access); scavenged at that time (see external comments); collected and put on ice and then transported to WDFW game farm to be necropsied","Harbor porpoise","WA_Coast",-0.000318435754195434,0.049139888268158,-124.174,46.9937,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2011-1140056","CRC-1161",NA,"11NWR06067","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","163 Ocean Shores Blvd SW",46.9822,"dd.dddd","NA",-124.1725,"dd.dddd","NA","Internet/Software","N","CBD","2011-JUN-23",2011,"JUN","23","Beach or Land","NA","NA","Moderate Decomposition","Y","2011-JUN-27","2011","JUN","27","Moderate Decomposition","N","Unid","Adult","5","ft","Estimated","0","NA","NA","NA","NA","NA","NA","looked for it during beach survey on 27-Jun, could not find.","Harbor porpoise","WA_Coast",-0.0018184357542026,0.060639888268156,-124.1725,46.9822,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2015-1177274","CRC-1500",NA,"15NWR09021","Confirmed- Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","200 yds N of no drive area",47.006,"dd.dddd","estimate",-124.175,"dd.dddd","estimate","Internet/Software","N","Y","2015-SEP-05",2015,"SEP","5","Beach or Land","NA","NA","Alive","Y","NA","NA","NA","NA","Alive","Y","Unid","Unid","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RP reported seeing a couple of guys putting a porpoise on a boogie board and trying to get it past the surf line. Porpoise came back to shore 2x, then RP left the site. No photos. Reported several hours later.","Harbor porpoise","WA_Coast",0.00068156424579513,0.0368398882681547,-124.175,47.006,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2012-1151225","CRC-1211",NA,"12NWR06115","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Moclips","WA","Pacific Ocean","Sunset Beach",47.2209,"dd.dddd","actual",-124.2124,"dd.dddd","actual","GPS","N","CBD","2012-JUN-18",2012,"JUN","18","Beach or Land","NA","NA","Fresh Dead","N","2012-JUN-18","2012","JUN","18","Fresh Dead","N","Female","Adult","162","cm","actual","60","kg","2012-JUN-19","2012","JUN","19","WDFW/CRC","Found in surf during beach survey. Carcass collected for necropsy.","Harbor porpoise","WA_Coast",0.0380815642458145,-0.178060111731845,-124.2124,47.2209,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2018-1202913","CRC-1658",NA,"18NWR05013","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","Damon Pt, 1/3 way down",46.9438,"dd.dddd","estimate",-124.1236,"dd.dddd","estimate","GPS","NA","CBD","2018-MAY-26",2018,"MAY","26","Beach or Land","NA","NA","Moderate Decomposition","Y","2018-MAY-26","2018","MAY","26","Moderate Decomposition","NA","Female","Subadult","120","cm","estimate","35","kg","NA","NA","NA","NA","NA",". Right side scavenged from head to mid body, internal organs of thoracic cavity scavenged too. Skin dried and dessicated, large patches of skin missing. Scavenger damage L flank, intestines pulled out on L side.. . unable to determine due to carcass condition","Harbor porpoise","WA_Coast",-0.0507184357541917,0.0990398882681518,-124.1236,46.9438,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2014-1156760","CRC-1346",NA,"14NWR03014","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Ocean Shores","WA","Pacific Ocean","just S of Butterclam Dr",46.9609,"dd.dddd","actual",-124.1752,"dd.dddd","actual","GPS","N","CBD","2014-MAR-06",2014,"MAR","6","Beach or Land","NA","NA","Fresh Dead","N","2014-MAR-07","2014","MAR","7","Fresh Dead","N","Male","Adult","155","cm","actual","NA","NA","2014-MAR-07","2014","MAR","7","CRC","seen at 17:30 on 06-Mar.","Harbor porpoise","WA_Coast",0.000881564245801769,0.0819398882681526,-124.1752,46.9609,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2019-1220677","WDFW2019-103",NA,"19NWR07123","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Dyanna Lambourn","Washington Department of Fish and Wildlife","Washington Department of Fish and Wildlife","NW",NA,"Ocean City","WA","Pacific Ocean","100 yds north of Ocean City beach access",47.072,"decimal degrees","actual",-124.178,"decimal degrees","actual","Internet","N","CBD","2019-JUL-23",2019,"JUL","23","Beach or Land",NA,NA,"Fresh Dead","Y","2019-JUL-23","2019","JUL","23","Fresh Dead","N","Unid","Adult","0",NA,"notMeasured","0",NA,NA,NA,NA,NA,NA,"Skeletal remains found during beach survey.. Skeletal remains. Adult sized. .","Harbor porpoise","WA_Coast",0.00368156424579524,-0.0291601117318478,-124.178,47.072,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2019-1214686","CRC-1756",NA,"19NWR08018","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW",NA,"Ocean Shores","WA","Pacific Ocean","end of Marine View Drive",46.952,"decimal degrees","actual",-124.176,"decimal degrees","actual","Internet","N","Y","2019-AUG-08",2019,"AUG","8","Beach or Land",NA,NA,"Alive","Y","2019-AUG-08","2019","AUG","8","Fresh Dead","N","Male","Calf","76","cm","actual","12","kg","2019-AUG-08","2019","AUG","8","CRC","found live stranded at 1800. Rp tried to help it swim but it could not make it past the surfline. Removed from beach at 1930 and died during transport at 2130. Necropsied same night.. thin but not emaciated. No external injuries. no external injuries, trying to swim but not able to get past surf line.. RP tried to help it swim but it could not make it past the surfline.","Harbor porpoise","WA_Coast",0.0016815642457999,0.0908398882681567,-124.176,46.952,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2019-1220501","CRC-1769",NA,"19NWR09061","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Jessie Huggins","Cascadia Research","Cascadia Research","NW",NA,"Westport","WA","Pacific Ocean","1/2 moon bay, near the jetty",46.9046,"decimal degrees","actual",-124.1309,"decimal degrees","actual","Internet","N","N","2019-SEP-15",2019,"SEP","15","Beach or Land",NA,NA,"Fresh Dead","Y","2019-SEP-15","2019","SEP","15","Fresh Dead","N","Male","Calf","108.5","cm","actual","40","lb","2019-SEP-16","2019","SEP","16","CRC","removed from beach by State parks, picked up by CRC from ranger station.. healed probable rake marks ventral , between genital slit and anus. Another set 8cm post anus. 0.5cm spacing. Some blood coming from around R eye at time of stranding but eye not punctured.. . external exam and necropsy. No signs of HI.","Harbor porpoise","WA_Coast",-0.0434184357541909,0.138239888268153,-124.1309,46.9046,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2019-1214689","CRC-1737",NA,"19NWR06078","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW",NA,"Ocean Shores","WA","Pacific Ocean","end of Driftwood Street",46.944,"decimal degrees","actual",-124.1754,"decimal degrees","actual","Internet","N","N","2019-JUN-27",2019,"JUN","27","Beach or Land",NA,NA,"Fresh Dead","Y","2019-JUN-28","2019","JUN","28","Fresh Dead","N","Female","Adult","174.5","cm","actual","60","kg","2019-JUN-28","2019","JUN","28","CRC/WDFW","reported late evening 27 June. Collected by Coral and Jesse next day while doing beach survey of the area.. scavenging on R side head/ribcage, through ribs into thoracic cavity. Scavenging forward of DF, DF chewed off. Superficial scavenging on R tailstock. Fish tail sticking out of mouth. Healed laceration L side tailstock.. . no signs, external exam and necropsy conducted.","Harbor porpoise","WA_Coast",0.0010815642457942,0.0988398882681523,-124.1754,46.944,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2009-1098989","09-GH-013",NA,"09NWR07037","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Public","NA","NMFS Alaska Regional Office","NW","United States","Queets","WA","Pacific Ocean","North of Tunnel Is.",47.46722,"dd.dddd","NA",-124.3478,"dd.dddd","NA","NA","N","CBD","2009-JUL-04",2009,"JUL","4","NA","NA","NA","Fresh Dead","Y","2009-JUL-04","2009","JUL","4","Fresh Dead","N","Unid","Calf","26","in","estimate","NA","NA","NA","NA","NA","NA","NA","Additional remarks on file with level-A data","Harbor porpoise","WA_Coast",0.173481564245819,-0.424380111731843,-124.3478,47.46722,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2001-1026989","CRC - 478",NA,"NMFSNW-4564","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","NA","Unknown","NW","United States","Ocean Shores","WA","Pacific Ocean","2 miles N of Ocean City Beach access",47.10991,"dd.dddd","NA",-124.1838,"dd.dddd","NA","NA","NA","N","2001-JUL-12",2001,"JUL","12","NA","NA","NA","Alive","N","2001-JUL-12","2001","JUL","12","Alive","N","Male","Unid","85","cm","actual","12","lb","NA","NA","NA","NA","NA","NA","Harbor porpoise","WA_Coast",0.00948156424580304,-0.0670701117318444,-124.1838,47.10991,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1056223","CRC-706",NA,"06NWR03006","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Moclips","WA","Pacific Ocean","NA",47.218,"dd.dddd","actual",-124.209,"dd.dddd","actual","GPS","N","N","2006-MAR-01",2006,"MAR","1","Beach or Land","NA","NA","Fresh Dead","N","2006-MAR-01","2006","MAR","1","Fresh Dead","N","Female","Adult","151","cm","actual","NA","NA","2006-MAR-01","2006","MAR","1","Huggins","some scavenging on R side of head; healed wound on L side of back behind dorsal fin (~4 inches long); some scavenging pecks on flanks and tail stock.","Harbor porpoise","WA_Coast",0.0346815642458154,-0.175160111731849,-124.209,47.218,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2011-1140073","CRC-1174",NA,"11NWR08077","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Alie Perez","Cascadia Research","Cascadia Research","NW","United States","Moclips","WA","Pacific Ocean","4852 Pacific Avenue",47.2398,"dd.dddd","NA",-124.2178,"dd.dddd","NA","Internet/Software","N","N","2011-AUG-15",2011,"AUG","15","Beach or Land","NA","NA","Fresh Dead","N","2011-AUG-16","2011","AUG","16","Fresh Dead","N","Male","Calf","85","cm","Actual","9","kg","2011-AUG-16","2011","AUG","16","CRC","RP removed from beach and put in bag for Alie to pick up on following morning","Harbor porpoise","WA_Coast",0.0434815642458233,-0.196960111731848,-124.2178,47.2398,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2003-1028454","03-GH-159",NA,"03NWR05034","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Ocean City","WA","Pacific Ocean","NA",47.05927,"dd.dddd","NA",-124.1765,"dd.dddd","NA","NA","NA","CBD","2003-MAY-12",2003,"MAY","12","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Unid","0","in","estimate","NA","NA","NA","NA","NA","NA","NA","carcass washed out before could be collected","Harbor porpoise","WA_Coast",0.00218156424580229,-0.0164301117318431,-124.1765,47.05927,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1062619","CRC-773",NA,"06NWR09048","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","NA","WA","Pacific Ocean","Twin Harbors St Pk",46.7806,"dd.dddd","actual",-124.1006,"dd.dddd","actual","GPS","N","CBD","2006-SEP-16",2006,"SEP","16","Beach or Land","NA","NA","Fresh Dead","N","2006-SEP-16","2006","SEP","16","Fresh Dead","N","Female","Yearling","115","cm","actual","0","lb","2006-SEP-16","2006","SEP","16","Cascadia Research","NA","Harbor porpoise","WA_Coast",-0.0737184357541878,0.262239888268155,-124.1006,46.7806,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2006-1055755","CRC-701",NA,"06NWR01012","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Cascadia Research","Cascadia Research","Cascadia Research","NW","United States","Pacific Beach","WA","Pacific Ocean","NA",47.21421,"dd.dddd","actual",-124.2095,"dd.dddd","actual","GPS","N","CBD","2006-JAN-12",2006,"JAN","12","Beach or Land","NA","NA","Fresh Dead","N","2006-JAN-12","2006","JAN","12","Fresh Dead","N","Female","Adult","161","cm","actual","NA","NA","2006-JAN-12","2006","JAN","12","Hanson & Raverty","NA","Harbor porpoise","WA_Coast",0.0351815642458178,-0.171370111731846,-124.2095,47.21421,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2010-1126520","CRC-1041",NA,"10NWR05078","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","1/4 mile N of Midway Beach RD",46.7741,"dd.dddd","NA",-124.104,"dd.dddd","NA","GPS","N","Y","2010-MAY-28",2010,"MAY","28","Beach or Land","NA","NA","Fresh Dead","N","2010-MAY-29","2010","MAY","29","Fresh Dead","N","Male","Subadult","145","cm","Estimated","0","NA","NA","NA","NA","NA","NA","photo from 28th showed animal in pristine condition, no scavenging. When we arrived turkey vultures were actively feeding on carcass.","Harbor porpoise","WA_Coast",-0.0703184357541886,0.268739888268158,-124.104,46.7741,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2010-1120646","CRC-1028",NA,"10NWR02011","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Westport","WA","Pacific Ocean","1/2 mile south of Bonge Ave",46.84454,"dd.dddd","NA",-124.1118,"dd.dddd","NA","Internet/Software","N","CBD","2010-FEB-11",2010,"FEB","11","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","Moderate Decomposition","N","Male","Unid","5","ft","Estimated","0","NA","NA","NA","NA","NA","NA","first seen on 8-Feb-10, not reported until 3 days later, no longer on beach. Examine via photos only","Harbor porpoise","WA_Coast",-0.0625184357541855,0.198299888268153,-124.1118,46.84454,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2004-1042829","WDFW0704-03",NA,"04NWR07099","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Dyanna Lambourn","Washington Department of Fish and Wildlife","Washington Department of Fish and Wildlife","NW","United States","Westport","WA","Pacific Ocean","1/2 mile S. of the bonge beach access",46.84912,"dd.dddd","NA",-124.1128,"dd.dddd","NA","NA","N","N","2004-JUL-10",2004,"JUL","10","Beach or Land","NA","NA","Fresh Dead","N","2004-JUL-11","2004","JUL","11","Fresh Dead","N","Male","Unid","87.5","cm","actual","9","kg","2004-JUL-11","2004","JUL","11","Dyanna Lambourn and CRC","Additional identifier: CRC-514","Harbor porpoise","WA_Coast",-0.0615184357541949,0.193719888268156,-124.1128,46.84912,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2014-1159460","CRC-1424",NA,"14NWR08043","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Erin Keene","Cascadia Research","Cascadia Research","NW","United States","Ocean City","WA","Pacific Ocean","~1 mi N of OC access",47.0869,"dd.dddd","actual",-124.1788,"dd.dddd","actual","GPS","N","N","2014-AUG-12",2014,"AUG","12","Beach or Land","NA","NA","Fresh Dead","N","2014-AUG-13","2014","AUG","13","Fresh Dead","N","Male","Calf","90","cm","actual","12","kg","2014-AUG-14","2014","AUG","14","CRC","NA","Harbor porpoise","WA_Coast",0.00448156424579338,-0.0440601117318451,-124.1788,47.0869,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2014-1159399","14-GH-021",NA,"14NWR08029","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","K. Wilkinson","NMFS West Coast Region - Seattle","NMFS West Coast Region - Seattle","NW","United States","Pacific Beach","WA","Pacific Ocean","100 yards north of public beach access",47.21117,"dd.dddd","estimate",-124.2063,"dd.dddd","estimate","Internet","N","CBD","2014-AUG-04",2014,"AUG","4","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Subadult","47","in","estimate","120","lb","NA","NA","NA","NA","NA","Reported to NOAA on 8/12/14.","Harbor porpoise","WA_Coast",0.031981564245811,-0.168330111731848,-124.2063,47.21117,47.0428398882682,-124.174318435754
"Grays Harbor","NW-2014-1159449","CRC-1412",NA,"14NWR08035","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Erin Keene","Cascadia Research","Cascadia Research","NW","United States","Copalis","WA","Pacific Ocean","Roosevelt beach, at entrance",47.175,"dd.dddd","estimate",-124.1971,"dd.dddd","estimate","Internet/Software","N","N","2014-AUG-05",2014,"AUG","5","Beach or Land","NA","NA","Fresh Dead","N","2014-AUG-05","2014","AUG","5","Fresh Dead","N","Male","Adult","144","cm","actual","NA","NA","2014-AUG-06","2014","AUG","6","CRC","NA","Harbor porpoise","WA_Coast",0.0227815642458182,-0.132160111731842,-124.1971,47.175,47.0428398882682,-124.174318435754
